Dist_Name,State_Name,DFSI,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,fatality_rate,injury_rate,risk_score,risk_tier
Ullal_Beach_73,KARNATAKA,43.83,49,18,323007,23.5,28.0,4.77,23.23,15.16995,5.572635,94.89,Very High
Kulshekar_Ridge_73,KARNATAKA,8.54,0,5,45586,1.7,3.33,0.48,2.85,0.0,10.96828,14.74,Low
Patna_Central_73,BIHAR,21.12,18,13,2617191,7.4,12.8,0.66,12.14,0.68776,0.496716,27.3,Medium
Begusarai_East_73,BIHAR,17.35,25,18,1451302,4.3,14.94,2.21,12.73,1.722591,1.240266,25.82,Medium
Arwal_Basin_73,BIHAR,20.26,12,26,4364860,9.0,5.7,1.16,4.54,0.274923,0.595666,19.92,Low
Vaishali_Valley_73,BIHAR,15.01,15,26,3988882,4.6,5.83,1.11,4.72,0.376045,0.651812,13.76,Low
Samastipur_Plain_73,BIHAR,23.9,9,20,1663951,9.8,13.61,1.16,12.45,0.540881,1.201958,31.58,Medium
Mangaluru_Coastal_74,KARNATAKA,36.71,399,60,616623,12.4,41.18,3.28,37.9,64.707285,9.730419,100.0,Very High
Jeppu_Lowlands_74,KARNATAKA,37.54,118,11,506933,13.0,41.57,3.13,38.44,23.277238,2.169912,97.36,Very High
Kadri_Hills_74,KARNATAKA,8.51,2,9,615194,1.2,1.16,0.15,1.01,0.325101,1.462953,5.0,Low
Bunder_Port_74,KARNATAKA,40.82,201,131,390068,20.4,28.85,4.09,24.76,51.529477,33.583888,100.0,Very High
Bejai_Urban_74,KARNATAKA,25.84,48,35,3238384,10.5,15.77,1.42,14.35,1.482221,1.080786,36.5,Medium
Ullal_Beach_74,KARNATAKA,38.99,287,128,211277,16.5,36.82,4.18,32.64,135.840626,60.583973,100.0,Very High
Kulshekar_Ridge_74,KARNATAKA,9.93,1,5,168023,1.6,5.09,0.11,4.98,0.595157,2.975783,11.83,Low
Patna_Central_74,BIHAR,18.06,4,13,1301818,5.4,13.21,1.86,11.35,0.307263,0.998603,23.07,Low
Begusarai_East_74,BIHAR,25.35,14,1,992503,12.0,12.57,2.46,10.11,1.410575,0.100755,32.75,Medium
Arwal_Basin_74,BIHAR,19.72,30,31,1444461,7.0,11.77,1.19,10.58,2.076899,2.146129,28.65,Medium
Vaishali_Valley_74,BIHAR,23.86,3,17,3911647,11.8,6.8,1.52,5.28,0.076694,0.4346,24.52,Low
Samastipur_Plain_74,BIHAR,19.26,22,22,906884,6.7,12.74,1.83,10.91,2.425889,2.425889,29.45,Medium
Mangaluru_Coastal_75,KARNATAKA,47.78,287,84,709986,22.1,41.04,4.74,36.3,40.423332,11.831219,100.0,Very High
Jeppu_Lowlands_75,KARNATAKA,48.75,364,138,278009,21.9,43.13,2.62,40.51,130.931013,49.638681,100.0,Very High
Kadri_Hills_75,KARNATAKA,11.95,2,8,247440,3.7,3.76,0.5,3.26,0.808277,3.233107,13.5,Low
Bunder_Port_75,KARNATAKA,36.0,377,104,643623,11.9,41.28,3.7,37.58,58.574662,16.158528,100.0,Very High
Bejai_Urban_75,KARNATAKA,18.18,39,33,5914229,4.5,14.65,2.19,12.46,0.659427,0.557976,23.34,Low
Ullal_Beach_75,KARNATAKA,41.94,146,8,693841,22.7,24.26,4.31,19.95,21.042285,1.153002,88.91,Very High
Kulshekar_Ridge_75,KARNATAKA,11.11,0,6,63834,3.0,5.16,0.22,4.94,0.0,9.39938,17.95,Low
Patna_Central_75,BIHAR,15.08,43,24,2363907,5.1,6.4,2.34,4.06,1.819022,1.015268,16.61,Low
Begusarai_East_75,BIHAR,23.5,44,39,5593388,9.7,10.88,0.66,10.22,0.786643,0.697252,28.79,Medium
Arwal_Basin_75,BIHAR,26.31,31,34,3158492,10.8,16.2,1.52,14.68,0.981481,1.076463,36.44,Medium
Vaishali_Valley_75,BIHAR,25.26,41,6,3026915,11.9,11.28,2.48,8.8,1.354514,0.198222,31.01,Medium
Samastipur_Plain_75,BIHAR,21.14,44,29,2896629,6.6,16.52,2.07,14.45,1.519007,1.001164,30.78,Medium
Mangaluru_Coastal_76,KARNATAKA,40.41,312,132,354260,15.9,41.19,3.84,37.35,88.070908,37.260769,100.0,Very High
Jeppu_Lowlands_76,KARNATAKA,30.42,255,117,394835,15.5,18.02,4.57,13.45,64.58394,29.632631,79.39,Very High
Kadri_Hills_76,KARNATAKA,8.65,3,2,346606,0.7,3.71,0.13,3.58,0.865536,0.577024,7.37,Low
Bunder_Port_76,KARNATAKA,52.46,56,102,718173,24.5,44.39,3.6,40.79,7.797564,14.202706,100.0,Very High
Bejai_Urban_76,KARNATAKA,15.17,18,38,1161440,5.7,5.78,2.41,3.37,1.5498,3.271801,18.0,Low
Ullal_Beach_76,KARNATAKA,52.92,70,123,421325,26.5,40.8,4.19,36.61,16.614253,29.193615,100.0,Very High
Kulshekar_Ridge_76,KARNATAKA,10.37,0,3,326610,3.2,0.66,0.2,0.46,0.0,0.918527,6.09,Low
Patna_Central_76,BIHAR,21.73,45,26,506464,10.7,8.21,2.41,5.8,8.885133,5.133632,43.11,Medium
Begusarai_East_76,BIHAR,21.83,18,23,765039,7.5,15.87,0.73,15.14,2.352821,3.006383,36.06,Medium
Arwal_Basin_76,BIHAR,17.06,47,4,1896102,5.6,8.69,0.9,7.79,2.47877,0.210959,22.38,Low
Vaishali_Valley_76,BIHAR,20.73,11,17,3208685,9.2,7.08,1.59,5.49,0.34282,0.529812,21.43,Low
Samastipur_Plain_76,BIHAR,17.18,7,19,2340277,4.4,13.39,1.98,11.41,0.29911,0.81187,21.48,Low
Mangaluru_Coastal_77,KARNATAKA,30.32,349,48,253893,14.9,19.07,3.53,15.54,137.459481,18.905602,81.0,Very High
Jeppu_Lowlands_77,KARNATAKA,28.82,206,73,613466,13.2,19.16,3.38,15.78,33.579693,11.8996,78.26,Very High
Kadri_Hills_77,KARNATAKA,11.8,4,9,408444,2.3,6.72,0.28,6.44,0.979326,2.203484,14.7,Low
Bunder_Port_77,KARNATAKA,29.47,183,75,674402,12.6,23.18,4.07,19.11,27.135151,11.120963,80.73,Very High
Bejai_Urban_77,KARNATAKA,25.89,42,1,3722018,11.3,14.06,2.15,11.91,1.12842,0.026867,33.29,Medium
Ullal_Beach_77,KARNATAKA,38.94,85,94,453244,16.4,35.16,3.28,31.88,18.753696,20.739381,100.0,Very High
Kulshekar_Ridge_77,KARNATAKA,9.31,0,9,175393,1.3,4.64,0.36,4.28,0.0,5.131334,11.19,Low
Patna_Central_77,BIHAR,21.4,17,32,4562834,8.8,8.9,0.97,7.93,0.372575,0.701319,23.95,Low
Begusarai_East_77,BIHAR,18.3,3,36,5541678,4.7,14.26,2.02,12.24,0.054135,0.649623,22.36,Low
Arwal_Basin_77,BIHAR,18.17,27,33,4242918,6.7,7.59,1.33,6.26,0.636355,0.777767,19.33,Low
Vaishali_Valley_77,BIHAR,18.12,39,24,1096682,5.2,12.93,0.61,12.32,3.556181,2.188419,30.74,Medium
Samastipur_Plain_77,BIHAR,18.11,3,32,3415751,5.1,12.07,0.91,11.16,0.087828,0.936836,21.95,Low
Mangaluru_Coastal_78,KARNATAKA,37.74,382,98,342039,12.9,43.0,3.27,39.73,111.683171,28.651703,100.0,Very High
Jeppu_Lowlands_78,KARNATAKA,48.96,166,78,452601,25.9,32.76,4.35,28.41,36.676896,17.233722,100.0,Very High
Kadri_Hills_78,KARNATAKA,10.8,4,1,621484,1.6,5.97,0.44,5.53,0.643621,0.160905,10.32,Low
Bunder_Port_78,KARNATAKA,39.85,352,124,434768,16.1,38.52,3.43,35.09,80.96272,28.520958,100.0,Very High
Bejai_Urban_78,KARNATAKA,15.33,16,28,4109134,5.3,5.64,2.26,3.38,0.389376,0.681409,13.25,Low
Ullal_Beach_78,KARNATAKA,42.86,168,96,329014,17.6,42.82,4.36,38.46,51.061657,29.17809,100.0,Very High
Kulshekar_Ridge_78,KARNATAKA,11.04,2,0,161169,3.7,1.93,0.42,1.51,1.240933,0.0,9.6,Low
Patna_Central_78,BIHAR,20.04,44,26,2234635,6.1,15.55,2.02,13.53,1.969002,1.163501,29.86,Medium
Begusarai_East_78,BIHAR,19.29,37,16,4650579,6.1,12.82,2.08,10.74,0.7956,0.344043,23.75,Low
Arwal_Basin_78,BIHAR,14.13,11,16,725687,3.5,10.14,2.19,7.95,1.515805,2.204807,19.28,Low
Vaishali_Valley_78,BIHAR,20.34,17,20,3711407,6.2,14.74,1.4,13.34,0.458047,0.538879,26.56,Medium
Samastipur_Plain_78,BIHAR,14.84,15,7,4249199,4.0,7.85,1.82,6.03,0.353008,0.164737,14.0,Low
Mangaluru_Coastal_79,KARNATAKA,33.72,82,6,342240,13.9,31.03,4.37,26.66,23.959794,1.753156,84.24,Very High
Jeppu_Lowlands_79,KARNATAKA,47.94,283,82,482765,27.3,26.09,4.51,21.58,58.620654,16.98549,100.0,Very High
Kadri_Hills_79,KARNATAKA,7.53,3,7,75709,1.2,1.43,0.25,1.18,3.962541,9.245928,17.75,Low
Bunder_Port_79,KARNATAKA,40.71,268,52,526121,21.9,24.54,4.94,19.6,50.938852,9.883658,94.28,Very High
Bejai_Urban_79,KARNATAKA,22.47,41,2,3939187,7.4,17.2,2.21,14.99,1.040824,0.050772,31.0,Medium
Ullal_Beach_79,KARNATAKA,37.18,252,138,393791,16.1,33.49,4.94,28.55,63.993337,35.04397,98.41,Very High
Kulshekar_Ridge_79,KARNATAKA,11.02,2,7,43089,2.6,6.62,0.2,6.42,4.641556,16.245445,29.96,Medium
Patna_Central_79,BIHAR,17.85,44,37,3847526,4.9,12.59,1.61,10.98,1.143592,0.961657,23.35,Low
Begusarai_East_79,BIHAR,17.83,6,23,3181478,6.9,7.36,2.2,5.16,0.188592,0.722934,17.46,Low
Arwal_Basin_79,BIHAR,16.2,27,21,1322564,5.6,6.83,0.74,6.09,2.041489,1.587825,20.65,Low
Vaishali_Valley_79,BIHAR,24.08,36,14,3048600,9.0,16.15,1.62,14.53,1.18087,0.459227,33.43,Medium
Samastipur_Plain_79,BIHAR,14.2,35,10,2626861,3.8,7.51,1.89,5.62,1.332389,0.380682,15.15,Low
Mangaluru_Coastal_80,KARNATAKA,49.85,271,16,85689,24.6,39.38,2.75,36.63,316.259963,18.672175,100.0,Very High
Jeppu_Lowlands_80,KARNATAKA,41.46,146,86,165865,21.1,28.25,2.92,25.33,88.023393,51.849396,100.0,Very High
Kadri_Hills_80,KARNATAKA,10.61,4,2,435460,3.0,1.41,0.11,1.3,0.918569,0.459284,8.08,Low
Bunder_Port_80,KARNATAKA,41.37,22,143,690506,18.8,34.27,4.06,30.21,3.186069,20.709451,80.19,Very High
Bejai_Urban_80,KARNATAKA,21.67,43,12,1746729,10.0,8.35,2.13,6.22,2.461744,0.686998,27.44,Medium
Ullal_Beach_80,KARNATAKA,34.77,163,54,443708,15.0,29.82,4.15,25.67,36.735871,12.170166,93.04,Very High
Kulshekar_Ridge_80,KARNATAKA,12.22,0,9,638493,2.3,7.42,0.47,6.95,0.0,1.409569,12.92,Low
Patna_Central_80,BIHAR,20.17,11,6,3954373,5.8,16.21,2.17,14.04,0.278173,0.151731,26.17,Medium
Begusarai_East_80,BIHAR,15.53,9,21,845744,5.9,5.82,1.75,4.07,1.064152,2.483021,17.64,Low
Arwal_Basin_80,BIHAR,18.98,34,18,2356759,7.1,8.66,0.86,7.8,1.442659,0.763761,23.22,Low
Vaishali_Valley_80,BIHAR,23.82,43,27,3408087,10.6,10.94,2.0,8.94,1.261705,0.792233,29.53,Medium
Samastipur_Plain_80,BIHAR,24.95,26,11,4817293,11.8,9.91,2.16,7.75,0.539722,0.228344,28.15,Medium
Mangaluru_Coastal_81,KARNATAKA,37.12,301,68,401185,16.9,29.47,3.51,25.96,75.02773,16.949786,96.5,Very High
Jeppu_Lowlands_81,KARNATAKA,39.25,243,88,704006,14.7,40.79,3.59,37.2,34.516751,12.499893,100.0,Very High
Kadri_Hills_81,KARNATAKA,10.97,4,4,486242,2.8,3.1,0.44,2.66,0.822636,0.822636,9.53,Low
Bunder_Port_81,KARNATAKA,53.89,232,17,595913,25.6,44.82,3.51,41.31,38.931858,2.852765,100.0,Very High
Bejai_Urban_81,KARNATAKA,18.14,24,16,712803,5.6,13.91,2.2,11.71,3.366989,2.244659,30.31,Medium
Ullal_Beach_81,KARNATAKA,29.16,126,9,388951,13.1,21.06,3.55,17.51,32.394826,2.313916,72.51,Very High
Kulshekar_Ridge_81,KARNATAKA,9.08,1,7,248281,1.7,2.37,0.3,2.07,0.402769,2.819386,8.01,Low
Patna_Central_81,BIHAR,26.55,45,28,3181722,11.2,14.77,0.7,14.07,1.414328,0.880027,36.93,Medium
Begusarai_East_81,BIHAR,15.13,8,26,641900,3.1,14.03,2.22,11.81,1.2463,4.050475,24.31,Low
Arwal_Basin_81,BIHAR,23.59,33,15,1168875,9.9,12.56,0.75,11.81,2.823227,1.283285,35.13,Medium
Vaishali_Valley_81,BIHAR,21.43,42,15,4500740,9.5,7.5,1.57,5.93,0.93318,0.333279,23.31,Low
Samastipur_Plain_81,BIHAR,20.31,36,15,3176073,6.6,13.71,1.45,12.26,1.133475,0.472281,27.03,Medium
Mangaluru_Coastal_82,KARNATAKA,33.87,40,89,351011,14.1,30.8,4.39,26.41,11.395654,25.355331,83.35,Very High
Jeppu_Lowlands_82,KARNATAKA,47.33,165,127,259631,25.3,29.96,3.13,26.83,63.551733,48.915576,100.0,Very High
Kadri_Hills_82,KARNATAKA,10.68,4,9,335901,2.5,3.69,0.4,3.29,1.190827,2.679361,11.98,Low
Bunder_Port_82,KARNATAKA,34.39,367,13,72152,15.4,28.32,2.52,25.8,508.648409,18.017519,94.06,Very High
Bejai_Urban_82,KARNATAKA,22.89,36,5,5884715,8.6,13.25,1.31,11.94,0.611754,0.084966,28.4,Medium
Ullal_Beach_82,KARNATAKA,52.41,382,62,722465,26.9,38.29,4.84,33.45,52.874534,8.581731,100.0,Very High
Kulshekar_Ridge_82,KARNATAKA,11.31,0,7,566925,2.7,3.71,0.09,3.62,0.0,1.234731,9.38,Low
Patna_Central_82,BIHAR,17.09,20,10,5658570,3.6,14.6,2.1,12.5,0.353446,0.176723,21.18,Low
Begusarai_East_82,BIHAR,15.92,24,12,2754851,6.0,5.61,2.34,3.27,0.87119,0.435595,14.84,Low
Arwal_Basin_82,BIHAR,23.94,19,35,3649409,10.8,10.65,2.1,8.55,0.520632,0.959059,28.16,Medium
Vaishali_Valley_82,BIHAR,19.31,30,15,593246,8.3,8.56,1.81,6.75,5.056924,2.528462,31.68,Medium
Samastipur_Plain_82,BIHAR,16.28,43,1,3411259,5.7,5.76,0.96,4.8,1.260532,0.029315,16.6,Low
Mangaluru_Coastal_83,KARNATAKA,45.69,358,94,260326,27.2,21.19,4.16,17.03,137.519879,36.108572,100.0,Very High
Jeppu_Lowlands_83,KARNATAKA,34.86,73,72,691824,11.4,39.48,3.35,36.13,10.551817,10.407271,87.78,Very High
Kadri_Hills_83,KARNATAKA,11.96,2,1,320790,2.8,5.69,0.05,5.64,0.623461,0.31173,12.34,Low
Bunder_Port_83,KARNATAKA,44.34,381,147,666614,20.5,37.37,4.77,32.6,57.154515,22.051742,100.0,Very High
Bejai_Urban_83,KARNATAKA,18.78,37,3,1376058,6.5,11.18,1.41,9.77,2.68884,0.218014,26.49,Medium
Ullal_Beach_83,KARNATAKA,55.02,138,53,661781,27.9,41.32,4.22,37.1,20.85282,8.008692,100.0,Very High
Kulshekar_Ridge_83,KARNATAKA,12.0,1,6,327307,3.6,3.63,0.3,3.33,0.305524,1.833141,11.41,Low
Patna_Central_83,BIHAR,22.8,38,21,1551893,11.7,5.71,1.62,4.09,2.448622,1.353186,27.95,Medium
Begusarai_East_83,BIHAR,20.32,19,14,3923376,5.7,16.15,1.44,14.71,0.484277,0.356836,27.36,Medium
Arwal_Basin_83,BIHAR,26.27,45,7,1208669,11.8,14.3,1.53,12.77,3.723104,0.579149,40.19,Medium
Vaishali_Valley_83,BIHAR,23.19,11,32,1227467,10.4,9.89,0.65,9.24,0.896154,2.606995,30.39,Medium
Samastipur_Plain_83,BIHAR,17.95,11,38,4174153,7.1,5.68,1.16,4.52,0.263527,0.910364,17.28,Low
Mangaluru_Coastal_84,KARNATAKA,26.21,106,117,375834,11.7,19.35,4.96,14.39,28.203941,31.130765,74.82,Very High
Jeppu_Lowlands_84,KARNATAKA,33.98,159,73,412454,11.4,38.68,4.09,34.59,38.549753,17.698943,98.61,Very High
Kadri_Hills_84,KARNATAKA,11.43,2,2,731257,2.6,4.01,0.11,3.9,0.273502,0.273502,9.29,Low
Bunder_Port_84,KARNATAKA,38.31,235,47,272931,21.0,21.02,3.9,17.12,86.102348,17.22047,92.04,Very High
Bejai_Urban_84,KARNATAKA,18.73,2,7,2158800,7.6,8.26,2.47,5.79,0.092644,0.324254,18.77,Low
Ullal_Beach_84,KARNATAKA,35.75,252,120,568313,11.0,43.53,3.72,39.81,44.341762,21.115125,100.0,Very High
Kulshekar_Ridge_84,KARNATAKA,10.1,0,2,597749,2.2,2.47,0.45,2.02,0.0,0.334589,5.99,Low
Patna_Central_84,BIHAR,24.29,36,3,3384991,10.4,12.64,1.92,10.72,1.063518,0.088627,30.45,Medium
Begusarai_East_84,BIHAR,13.18,45,34,971678,3.7,5.83,1.22,4.61,4.631164,3.499102,22.22,Low
Arwal_Basin_84,BIHAR,20.31,14,23,2584820,6.5,14.27,1.44,12.83,0.541624,0.889811,26.83,Medium
Vaishali_Valley_84,BIHAR,27.59,8,20,5712360,11.5,15.54,0.51,15.03,0.140047,0.350118,35.82,Medium
Samastipur_Plain_84,BIHAR,19.26,37,19,5188200,7.0,8.35,0.53,7.82,0.713157,0.366216,21.46,Low
Mangaluru_Coastal_85,KARNATAKA,53.54,95,43,66128,27.2,41.41,3.03,38.38,143.660779,65.025405,100.0,Very High
Jeppu_Lowlands_85,KARNATAKA,28.11,172,33,588387,12.3,19.5,2.74,16.76,29.232461,5.608554,73.05,Very High
Kadri_Hills_85,KARNATAKA,8.47,2,1,408946,0.8,2.72,0.1,2.62,0.489062,0.244531,5.42,Low
Bunder_Port_85,KARNATAKA,33.04,143,83,573008,10.2,40.06,4.63,35.43,24.956022,14.484964,97.82,Very High
Bejai_Urban_85,KARNATAKA,15.98,36,22,1215003,6.0,5.42,0.98,4.44,2.962956,1.810695,21.11,Low
Ullal_Beach_85,KARNATAKA,37.52,123,133,100186,14.3,39.87,3.36,36.51,122.771645,132.753079,100.0,Very High
Kulshekar_Ridge_85,KARNATAKA,10.26,3,5,713289,2.8,0.57,0.17,0.4,0.420587,0.700978,6.0,Low
Patna_Central_85,BIHAR,19.89,40,29,1381809,9.4,6.03,2.19,3.84,2.894756,2.098698,25.6,Medium
Begusarai_East_85,BIHAR,22.13,8,36,529777,9.5,12.58,2.24,10.34,1.510069,6.795312,34.81,Medium
Arwal_Basin_85,BIHAR,20.41,10,8,3303089,8.2,8.41,0.76,7.65,0.302747,0.242198,22.22,Low
Vaishali_Valley_85,BIHAR,22.81,40,20,5253954,9.2,11.68,1.6,10.08,0.761331,0.380666,27.57,Medium
Samastipur_Plain_85,BIHAR,19.9,23,31,3609823,7.7,9.17,1.39,7.78,0.63715,0.858768,22.72,Low
Mangaluru_Coastal_86,KARNATAKA,28.95,102,5,198998,11.9,24.22,2.8,21.42,51.256797,2.512588,75.56,Very High
Jeppu_Lowlands_86,KARNATAKA,31.69,372,128,307614,13.5,26.66,3.73,22.93,120.930777,41.61059,87.77,Very High
Kadri_Hills_86,KARNATAKA,11.42,3,9,257995,2.3,6.35,0.28,6.07,1.162813,3.48844,15.62,Low
Bunder_Port_86,KARNATAKA,42.89,133,49,667907,25.3,18.07,3.51,14.56,19.912952,7.336351,91.29,Very High
Bejai_Urban_86,KARNATAKA,17.62,38,32,4468178,3.3,15.94,0.92,15.02,0.850459,0.716176,25.08,Medium
Ullal_Beach_86,KARNATAKA,33.39,346,97,291842,12.1,36.28,4.84,31.44,118.557302,33.237163,95.88,Very High
Kulshekar_Ridge_86,KARNATAKA,9.4,0,3,552656,0.9,4.59,0.33,4.26,0.0,0.542833,6.9,Low
Patna_Central_86,BIHAR,16.17,14,19,3301285,3.1,14.39,2.02,12.37,0.424077,0.575533,20.72,Low
Begusarai_East_86,BIHAR,27.99,4,4,3281460,11.6,17.69,1.28,16.41,0.121897,0.121897,37.41,Medium
Arwal_Basin_86,BIHAR,17.3,45,25,2856068,5.4,9.12,0.64,8.48,1.575593,0.875329,21.81,Low
Vaishali_Valley_86,BIHAR,16.62,7,17,2149959,3.1,14.71,0.68,14.03,0.325588,0.790713,22.7,Low
Samastipur_Plain_86,BIHAR,20.81,14,2,5756611,9.3,5.79,1.13,4.66,0.243199,0.034743,20.01,Low
Mangaluru_Coastal_87,KARNATAKA,43.04,121,71,184179,18.0,41.39,2.94,38.45,65.696958,38.549455,100.0,Very High
Jeppu_Lowlands_87,KARNATAKA,51.5,27,45,200185,25.3,42.56,4.96,37.6,13.487524,22.479207,100.0,Very High
Kadri_Hills_87,KARNATAKA,10.69,4,2,622124,1.0,7.36,0.32,7.04,0.642959,0.321479,11.36,Low
Bunder_Port_87,KARNATAKA,45.5,131,142,339266,23.0,31.99,3.15,28.84,38.61277,41.855064,100.0,Very High
Bejai_Urban_87,KARNATAKA,15.01,46,7,4206729,3.2,10.78,1.93,8.85,1.093486,0.1664,17.52,Low
Ullal_Beach_87,KARNATAKA,37.06,240,144,289836,19.1,22.91,3.28,19.63,82.805449,49.683269,92.21,Very High
Kulshekar_Ridge_87,KARNATAKA,12.76,2,5,483942,3.0,7.01,0.47,6.54,0.413273,1.033182,13.92,Low
Patna_Central_87,BIHAR,17.64,30,8,4875717,4.0,14.98,2.12,12.86,0.615294,0.164078,22.67,Low
Begusarai_East_87,BIHAR,22.69,6,39,5574596,10.3,8.45,2.03,6.42,0.107631,0.699602,23.91,Low
Arwal_Basin_87,BIHAR,22.42,11,15,1750469,7.5,16.26,0.67,15.59,0.628403,0.856913,31.77,Medium
Vaishali_Valley_87,BIHAR,20.12,17,38,3093449,5.0,17.99,1.36,16.63,0.549548,1.228402,29.43,Medium
Samastipur_Plain_87,BIHAR,22.62,17,5,4727234,9.0,11.81,1.48,10.33,0.359618,0.10577,26.63,Medium
Mangaluru_Coastal_88,KARNATAKA,41.93,203,95,649654,23.4,21.49,3.59,17.9,31.247402,14.623169,96.58,Very High
Jeppu_Lowlands_88,KARNATAKA,30.51,61,57,338845,14.6,19.33,2.78,16.55,18.002331,16.821851,81.76,Very High
Kadri_Hills_88,KARNATAKA,13.47,1,2,247397,3.9,6.66,0.22,6.44,0.404209,0.808417,14.95,Low
Bunder_Port_88,KARNATAKA,36.69,53,8,385992,13.1,41.17,4.83,36.34,13.730855,2.072582,89.63,Very High
Bejai_Urban_88,KARNATAKA,24.46,34,38,5266589,11.4,8.63,1.03,7.6,0.645579,0.72153,27.96,Medium
Ullal_Beach_88,KARNATAKA,36.03,116,50,709113,17.3,24.02,2.69,21.33,16.358465,7.051062,86.63,Very High
